,Media,Tweets Ago,Tweet,Compound,Positive,Negative,Neutral,Date
316,@nytimes,3,Breaking News: The U.S. will tax nearly half of all Chinese imports: President Trump announced tariffs on $200 bill… https://t.co/76RKMiyFYt,0.0,0.0,1.0,0.0,Mon Sep 17 22:45:04 +0000 2018
317,@nytimes,4,Betting against cannabis stocks has come with large losses and big fees this summer https://t.co/zbbwzSpzma,-0.4019,0.0,0.838,0.162,Mon Sep 17 22:32:08 +0000 2018
318,@nytimes,5,Breaking News: The Supreme Court nominee Brett Kavanaugh and the woman who accused him of sexual assault will be ca… https://t.co/qkrqXKQlzT,-0.34,0.13,0.652,0.217,Mon Sep 17 22:15:10 +0000 2018
319,@nytimes,6,"RT @mlooram: A beautiful and spot-on appreciation of dear Ruby Washington, the first African-American female staff photographer for The New…",0.8689,0.38,0.62,0.0,Mon Sep 17 22:06:03 +0000 2018
320,@nytimes,7,"Breaking News: The Trump administration announced a new cap of 30,000 for resettling refugees, the lowest number ye… https://t.co/nczCsexrOQ",-0.3182,0.065,0.804,0.131,Mon Sep 17 21:53:03 +0000 2018
321,@nytimes,8,Hundreds of companies are patenting sea organisms' most exceptional genetic traits to make medicine and cosmetics https://t.co/k56Z2Ur4KV,0.0,0.0,1.0,0.0,Mon Sep 17 21:41:06 +0000 2018
322,@nytimes,9,The actor Terry Crews said he had reached a settlement with the talent executive he accused of groping him https://t.co/2XmDwTsERL,0.25,0.187,0.714,0.098,Mon Sep 17 21:40:09 +0000 2018
323,@nytimes,10,"RT @NYTObits: Alan Abel, a hoaxer who in 1980 successfully convinced The Times that he was dead, now actually is (we're pretty sure) https:…",0.5859,0.281,0.586,0.133,Mon Sep 17 21:25:04 +0000 2018
324,@nytimes,11,"""I like how she stood up for herself."" Sonia Sotomayor got an enthusiastic response from kids, especially Hispanic… https://t.co/OaHePWYwkD",0.6908,0.251,0.749,0.0,Mon Sep 17 21:10:04 +0000 2018
325,@nytimes,12,"Termites are the unloved freaks of the social insect world. But, as a new book makes clear, we have got termites al… https://t.co/6UyDsZlBSx",-0.1779,0.1,0.734,0.166,Mon Sep 17 20:55:03 +0000 2018
326,@nytimes,13,"Photos: Hong Kong, after it was battered by Typhoon Mangkhut https://t.co/dsc47SPc24",0.0,0.0,1.0,0.0,Mon Sep 17 20:40:08 +0000 2018
327,@nytimes,14,The Emmy Awards are tonight. Here's what to expect. https://t.co/TvE4EcZ7l1,0.4588,0.25,0.75,0.0,Mon Sep 17 20:25:04 +0000 2018
328,@nytimes,15,Brett Kavanaugh said he was willing to speak with a Senate panel to answer assault allegations after his accuser sa… https://t.co/16ezZKuO01,-0.5859,0.0,0.833,0.167,Mon Sep 17 20:10:08 +0000 2018
329,@nytimes,16,"President Trump defended Judge Brett Kavanaugh in light of an assault claim, but said he'd be willing to accept a d… https://t.co/Zk2d76Lkkk",0.25,0.137,0.766,0.097,Mon Sep 17 20:06:51 +0000 2018
330,@nytimes,17,More than 40 bodies have been recovered from the wreckage of a gold miners’ bunkhouse after Typhoon Mangkhut set of… https://t.co/dXctBdY9fk,0.0,0.0,1.0,0.0,Mon Sep 17 20:02:04 +0000 2018
331,@nytimes,18,"Wilmington, North Carolina, a city of about 119,000 residents, was virtually cutoff by rising floodwaters. Authorit… https://t.co/295gnzOZOz",0.0,0.0,1.0,0.0,Mon Sep 17 19:58:01 +0000 2018
332,@nytimes,19,Ted Cruz’s campaign has been sending voters a fund-raising letter with a label suggesting it's a legal summons. Tha… https://t.co/UwGyz2aoTQ,0.128,0.086,0.914,0.0,Mon Sep 17 19:47:57 +0000 2018
333,@nytimes,20,"RT @nytimesarts: Knausgaard's 400-page digression about Hitler in ""My Struggle"" is ""a grindingly sophomoric exercise that sits undigested u…",-0.3182,0.0,0.887,0.113,Mon Sep 17 19:38:04 +0000 2018
334,@nytimes,21,"Tekiah? More like tech-iah, are we right?
(Yeah, we'll show ourselves out.)
https://t.co/78tDxoPs8e",0.4859,0.208,0.792,0.0,Mon Sep 17 19:28:04 +0000 2018
335,@nytimes,22,"Russia and Turkey said they'd create a demilitarized zone in Syria’s Idlib Province, the last significant piece of… https://t.co/amqSUfsfmT",0.4404,0.196,0.804,0.0,Mon Sep 17 19:18:04 +0000 2018
336,@nytimes,23,Surging floodwaters from Florence have swept away part of a retaining wall holding back a pond of coal ash – which… https://t.co/cNZ4XVj2LR,0.0,0.0,1.0,0.0,Mon Sep 17 19:08:06 +0000 2018
337,@nytimes,24,"Michael Bloomberg says he may run for president as a Democrat. But his views on banks, police tactics and #MeToo co… https://t.co/h0V1l73Sug",0.0,0.0,1.0,0.0,Mon Sep 17 18:58:06 +0000 2018
338,@nytimes,25,RT @NYTSports: German soccer has had an awful year. Can it recover in time to win hosting rights for the 2024 European Championship? https:…,0.5719,0.218,0.684,0.098,Mon Sep 17 18:48:04 +0000 2018
339,@nytimes,26,"House Republicans will investigate reports that Brock Long, the administrator of FEMA, repeatedly misused governmen… https://t.co/RxoJu9PBrC",0.0,0.0,1.0,0.0,Mon Sep 17 18:38:04 +0000 2018
340,@nytimes,27,"The saltmarsh sparrow is in trouble as the sea level keeps rising, pushing tides higher and higher. https://t.co/SFlDaFptBe",-0.4019,0.0,0.863,0.137,Mon Sep 17 18:28:01 +0000 2018
341,@nytimes,28,RT @nytimesworld: Taiwan denounced accusations by China that it is recruiting students as spies: “How could average exchange students posse…,-0.3182,0.0,0.892,0.108,Mon Sep 17 18:18:01 +0000 2018
342,@nytimes,29,"How to help those affected by Typhoon Mangkhut: https://t.co/fksKlAFOqC
How to help those affected by Florence:… https://t.co/9wu0MYNnqS",0.4939,0.25,0.602,0.148,Mon Sep 17 18:08:04 +0000 2018
343,@nytimes,30,"President Trump's next round of tariffs on China will be ""coming soon,"" according to Larry Kudlow, his economic adv… https://t.co/dEqLpKf2N7",0.0,0.0,1.0,0.0,Mon Sep 17 17:58:03 +0000 2018
344,@nytimes,31,"RT @NYTmag: In the long-awaited final volume of his epic novel, Karl Ove Knausgaard confronts the central mystery of autobiographical ficti…",0.1027,0.099,0.819,0.082,Mon Sep 17 17:48:02 +0000 2018
345,@nytimes,32,"With the midterms fast approaching, Hillary Clinton has written a scathing critique of President Trump published in… https://t.co/8pP2X9nZBy",0.0,0.0,1.0,0.0,Mon Sep 17 17:38:01 +0000 2018
346,@nytimes,33,"In years past, Obamacare was the stuff of Republican attack ads. This time around, it's Democrats who are running o… https://t.co/vX5ieun4vG",-0.4767,0.0,0.866,0.134,Mon Sep 17 17:28:02 +0000 2018
347,@nytimes,34,"RT @NYTStyles: ""Up until recently, one of my only productive strategies for working with fear was dressing with intention"" https://t.co/Dyb…",-0.4939,0.0,0.856,0.144,Mon Sep 17 17:18:01 +0000 2018
348,@nytimes,35,"Before this week, Paul McCartney hadn't achieved a No. 1 album of his own in 36 years. To do it this time, he had t… https://t.co/Wpz9l5qIMY",0.2235,0.076,0.924,0.0,Mon Sep 17 17:08:01 +0000 2018
349,@nytimes,36,"RT @nytimesworld: “I’m not a king,” said Ethiopia's prime minister. “My ultimate objective is to see democratic elections in Ethiopia. If t…",0.0,0.0,1.0,0.0,Mon Sep 17 16:58:06 +0000 2018
350,@nytimes,37,Their podcast is about blockchain. But it's also about what it means to be working mothers who are trying to make a… https://t.co/M2rdlQ6xAj,0.0,0.0,1.0,0.0,Mon Sep 17 16:48:08 +0000 2018
351,@nytimes,38,He spent about 50 years collecting Abraham Lincoln memorabilia. Now Harold Holzer is auctioning off almost everythi… https://t.co/IfbCsrrS0o,0.0,0.0,1.0,0.0,Mon Sep 17 16:38:05 +0000 2018
352,@nytimes,39,"RT @KevinQ: Obviously @EliudKipchoge is the world's greatest marathoner, and he could absolutely win marathons while wearing cowboy boots.…",0.8516,0.328,0.672,0.0,Mon Sep 17 16:28:02 +0000 2018
353,@nytimes,40,"After Florence, days of record-breaking rain have pushed rivers over their banks. Water levels are unlikely to rece… https://t.co/GIKUrOEIDk",0.0,0.0,1.0,0.0,Mon Sep 17 16:18:05 +0000 2018
354,@nytimes,41,"Rep. Chris Collins, who was indicted on insider trading charges last month, reversed course and planned to announce… https://t.co/5z5EQ7R4b3",-0.2732,0.0,0.896,0.104,Mon Sep 17 16:03:20 +0000 2018
355,@nytimes,42,There were nearly 900 incidents last year in which someone was on the subway tracks or was hit by a train after get… https://t.co/LazalkKGyN,0.0,0.0,1.0,0.0,Mon Sep 17 15:58:03 +0000 2018
356,@nytimes,43,"On the internet, we can vicariously consume more stuff than we could ever actually buy. Are unboxing videos elimina… https://t.co/VqWiB6SZIj",0.0,0.0,1.0,0.0,Mon Sep 17 15:48:05 +0000 2018
357,@nytimes,44,"RT @nytopinion: Just as many Americans are fed up with the economic status quo, so too are they fed up with business as usual in foreign po…",0.0,0.0,1.0,0.0,Mon Sep 17 15:38:04 +0000 2018
358,@nytimes,45,Australian authorities vowed to shut down a popular music festival after 2 people died of suspected drug overdoses… https://t.co/RvJyr1A0lk,0.128,0.245,0.531,0.224,Mon Sep 17 15:28:05 +0000 2018
359,@nytimes,46,"RT @alexburnsNYT: Bloomberg says if he runs for president, it’ll be as a Democrat

He’s about to begin ads pummeling House Republicans

Fir…",0.0,0.0,1.0,0.0,Mon Sep 17 15:18:02 +0000 2018
360,@nytimes,47,The trial of the Chicago police officer who shot Laquan McDonald is underway. Here's why Chicago is watching it so… https://t.co/IEZVs1CPGX,0.0,0.0,1.0,0.0,Mon Sep 17 15:08:01 +0000 2018
361,@nytimes,48,"Marc Benioff, the billionaire who is buying Time magazine, explains why he's buying Time magazine  https://t.co/On8XArWfCZ",0.0,0.0,1.0,0.0,Mon Sep 17 14:58:02 +0000 2018
362,@nytimes,49,"Florence's impact, in maps https://t.co/D5oUmcuT0u https://t.co/3n5bGPqHDI",0.0,0.0,1.0,0.0,Mon Sep 17 14:48:36 +0000 2018
363,@nytimes,50,Breaking News: Judge Brett Kavanaugh said he was willing to speak with a Senate panel to answer assault allegations… https://t.co/T6UexK0GMu,-0.5859,0.0,0.826,0.174,Mon Sep 17 14:46:43 +0000 2018
364,@nytimes,51,RT @TimHerrera: We all want to be charming talkers who can work a room. Here are 3 steps to becoming one. https://t.co/J7A5E01AZy,0.6249,0.221,0.779,0.0,Mon Sep 17 14:38:01 +0000 2018
365,@nytimes,52,"In Rwanda, untreated strep throat can evolve into a life-threatening heart condition. A team of doctors travels the… https://t.co/O4wyAoCzy0",0.0,0.0,1.0,0.0,Mon Sep 17 14:29:04 +0000 2018
366,@nytimes,53,The woman who has accused Supreme Court nominee Brett Kavanaugh of sexual assault is willing to testify about her a… https://t.co/42A5jLRV59,-0.34,0.13,0.652,0.217,Mon Sep 17 14:18:31 +0000 2018
367,@nytimes,54,"North Korea is making nuclear fuel and building weapons as actively as ever, evidence suggests. But Kim Jong-un now… https://t.co/AnWCUqCoT0",-0.1531,0.099,0.776,0.125,Mon Sep 17 14:14:03 +0000 2018
368,@nytimes,55,The center of Tropical Depression Florence has left the Carolinas. But the chaos that the storm unleashed is nowher… https://t.co/1ccA33RjNX,-0.8126,0.0,0.709,0.291,Mon Sep 17 14:00:05 +0000 2018
369,@nytimes,56,People across Australia have bitten into store-bought strawberries in recent weeks and found needles hidden inside https://t.co/CCtztjmFZ2,0.0,0.0,1.0,0.0,Mon Sep 17 13:46:04 +0000 2018
370,@nytimes,57,"Kellyanne Conway said the woman who accused Brett Kavanaugh of sexual assault ""will be heard"" https://t.co/IzXkZ0gNyU",-0.7184,0.0,0.7,0.3,Mon Sep 17 13:30:13 +0000 2018
371,@nytimes,58,"Video: The North Carolina governor warned the ""risk to life is rising"" https://t.co/vFW8niIGK5",-0.4939,0.0,0.724,0.276,Mon Sep 17 13:14:02 +0000 2018
372,@nytimes,59,Morning Briefing: Here's what you need to know to start your day https://t.co/RLfhCySdeL https://t.co/A1piAVisgv,0.0,0.0,1.0,0.0,Mon Sep 17 13:00:10 +0000 2018
373,@nytimes,60,RT @TinaJordanNYT: I had the chance to ask reclusive author Robert Galbraith – good friend of @jk_rowling — a few questions about his Cormo…,0.7964,0.323,0.677,0.0,Mon Sep 17 12:44:06 +0000 2018
374,@nytimes,61,See inside Typhoon Mangkhut in 3-D  https://t.co/v8yLCgjxOy https://t.co/W4MgffJfDn,0.0,0.0,1.0,0.0,Mon Sep 17 12:30:13 +0000 2018
375,@nytimes,62,"Eliud Kipchoge, who is widely regarded as the most dominant distance runner of the modern era, broke the world reco… https://t.co/hjOfk4QajI",-0.4215,0.0,0.877,0.123,Mon Sep 17 12:20:06 +0000 2018
376,@nytimes,63,A man was killed by a shark off Cape Cod over the weekend in the first fatal shark attack in Massachusetts since 19… https://t.co/IEzMGvM011,-0.9022,0.0,0.631,0.369,Mon Sep 17 12:11:03 +0000 2018
377,@nytimes,64,"Your daily @DealBook Briefing:

• Top business donors break from the GOP. 

• Marc Benioff is the latest billionair… https://t.co/SG8TJ46iTZ",0.2023,0.096,0.904,0.0,Mon Sep 17 12:00:06 +0000 2018
378,@nytimes,65,"""It's easy to say, 'I love God,' but put on your boots, get your hands dirty,"" said a pastor in flood-sunken New Be… https://t.co/aw2ftjMTiX",0.5499,0.178,0.822,0.0,Mon Sep 17 11:45:07 +0000 2018
379,@nytimes,66,"There's no doubt Tesla and Elon Musk have plenty of detractors, especially on Twitter. But many of those who believ… https://t.co/StcfVkEOMN",-0.5719,0.0,0.802,0.198,Mon Sep 17 11:30:12 +0000 2018
380,@nytimes,67,"The man stood casually on the subway tracks, his face showing no sign of terror as he stared down a 360-ton train https://t.co/txN6Dgosce",-0.5994,0.065,0.722,0.213,Mon Sep 17 11:20:04 +0000 2018
381,@nytimes,68,North Carolina is facing a statewide crisis as Hurricane Florence slowly ravages the South. Here's what's happening… https://t.co/1PV2hsHKQt,-0.6249,0.0,0.796,0.204,Mon Sep 17 11:11:05 +0000 2018
382,@nytimes,69,Molly Kelly fended off a challenge from the left this week to become the Democratic nominee for New Hampshire's gov… https://t.co/lP1OPuCuZw,0.0772,0.064,0.936,0.0,Mon Sep 17 11:00:18 +0000 2018
383,@nytimes,70,"Soon-Yi Previn said starting a relationship with Woody Allen, who once dated her mother, created ""a moral dilemma"" https://t.co/bghcPMUss7",0.0772,0.102,0.812,0.086,Mon Sep 17 10:45:02 +0000 2018
384,@nytimes,71,"There has been another huge misinformation campaign online before an election, this time in Macedonia, and the U.S.… https://t.co/I2qWkVCs9B",0.0,0.106,0.787,0.106,Mon Sep 17 10:30:10 +0000 2018
385,@nytimes,72,A woman who accuses Supreme Court nominee Brett M. Kavanaugh of sexually assaulting her when both were high school… https://t.co/R0FH6nzgBJ,-0.2732,0.142,0.632,0.225,Mon Sep 17 10:20:11 +0000 2018
386,@nytimes,73,Michael Bloomberg may run for President as a Democrat. His views on policing and #MeToo could be a problem.… https://t.co/q4ZueDZJRy,0.0,0.0,1.0,0.0,Mon Sep 17 10:10:02 +0000 2018
387,@nytimes,74,Morning Briefing: Here's what you need to know to start your day https://t.co/qFjVAjZXqa https://t.co/2eee78gcDu,0.0,0.0,1.0,0.0,Mon Sep 17 10:00:09 +0000 2018
388,@nytimes,75,"RT @nytimesworld: Museums are where we tell stories about ourselves -- about who we are as individuals, communities, nations, even as a spe…",0.0,0.0,1.0,0.0,Mon Sep 17 09:44:01 +0000 2018
389,@nytimes,76,"""North Korea will highlight the discrepancy: 'Why do the American troops remain in Korea now that the war has ended… https://t.co/mye3xrsWOZ",-0.3612,0.095,0.751,0.154,Mon Sep 17 09:41:05 +0000 2018
390,@nytimes,77,RT @JackEwingNYT: I still say the evolution of the Beetle from Nazi propaganda project to counterculture phenomenon was the greatest rebran…,0.4939,0.174,0.744,0.083,Mon Sep 17 09:15:06 +0000 2018
391,@nytimes,78,7 years after @sweden began giving ordinary Swedes the chance to be the more-or-less official voice of the nation o… https://t.co/sX5smUK5fn,0.5267,0.196,0.804,0.0,Mon Sep 17 09:00:17 +0000 2018
392,@nytimes,79,"The first full-dress retrospective in North America devoted to the French painter Eugène Delacroix, a complex, enig… https://t.co/o3TiIOJ7QZ",0.4019,0.144,0.856,0.0,Mon Sep 17 08:31:56 +0000 2018
393,@nytimes,80,How do companies regain public trust after something goes seriously wrong? We looked at how Tylenol responded after… https://t.co/SYCHe8Pq5D,-0.128,0.137,0.664,0.199,Mon Sep 17 08:15:03 +0000 2018
394,@nytimes,81,The Russia spy scandal has claimed another victim: debutantes. Organizers have pulled the plug on the annual Russia… https://t.co/SMN2h5Zhih,-0.6124,0.0,0.773,0.227,Mon Sep 17 08:00:11 +0000 2018
395,@nytimes,82,"RT @stevenleemyers: In Yangjiang, broken glass, downed branches and the remains of a giant sign, but damage seems less severe than feared.…",-0.8523,0.0,0.659,0.341,Mon Sep 17 07:46:56 +0000 2018
396,@nytimes,83,"More than 230,000 infants were treated in emergency rooms for injuries incurred while using infant walkers from 199… https://t.co/MFGUyGy6yl",-0.3818,0.0,0.874,0.126,Mon Sep 17 07:45:05 +0000 2018
397,@nytimes,84,The air travel disruptions that rippled across Asia from the storm continued into Monday. Some flights arrived at a… https://t.co/9aaUoDS7Hi,-0.34,0.0,0.888,0.112,Mon Sep 17 07:30:06 +0000 2018
398,@nytimes,85,3 concrete tips that will help you become a more engaged — and enjoyable — conversation partner https://t.co/uwNnJLt7mj,0.8341,0.446,0.554,0.0,Mon Sep 17 07:15:03 +0000 2018
399,@nytimes,86,"As President Trump ratchets up the trade war with Beijing, Wall Street’s words are falling on deaf ears https://t.co/jfxngSxQAW",-0.6705,0.0,0.756,0.244,Mon Sep 17 07:00:04 +0000 2018
400,@nytimes,87,RT @davidenrich: This is my favorite page in today’s superb @nytimesbusiness section on the financial crisis’s 10th anniversary. https://t.…,0.7964,0.295,0.705,0.0,Mon Sep 17 06:59:48 +0000 2018
401,@nytimes,88,"A day after Typhoon Mangkhut tore through the Philippines, officials began to discover that the human toll from the… https://t.co/AHhlYa8wmm",0.0,0.0,1.0,0.0,Mon Sep 17 06:45:02 +0000 2018
402,@nytimes,89,U.S. prosecutors have quietly dismissed charges against a former Senegalese government official in a Chinese energy… https://t.co/D8NiOQxkPz,-0.2732,0.0,0.87,0.13,Mon Sep 17 06:30:07 +0000 2018
403,@nytimes,90,"After 5 elections over 17 years, costing about $1 billion, Afghanistan still lacks the most basic consensus on how… https://t.co/WbUAx9w1Ey",0.0,0.0,1.0,0.0,Mon Sep 17 06:15:05 +0000 2018
404,@nytimes,91,"With the deal for Time, the Benioffs have picked up one of the most storied — but struggling — publications in the… https://t.co/A3h9pSGKYQ",-0.6243,0.0,0.83,0.17,Mon Sep 17 06:00:06 +0000 2018
405,@nytimes,92,Eliud Kipchoge of Kenya broke the world record for the marathon by more than a minute on Sunday. Read our profile o… https://t.co/NXNJwqmKBR,-0.4215,0.0,0.882,0.118,Mon Sep 17 05:45:04 +0000 2018
406,@nytimes,93,Dozens of Times journalists are covering the powerful storms that are wreaking havoc on opposite sides of the world… https://t.co/q7fKsCBLCh,-0.2732,0.113,0.729,0.158,Mon Sep 17 05:30:04 +0000 2018
407,@nytimes,94,"Maps of Hurricane Florence's impact tracking the record amount of rainfall, wind and power outages https://t.co/hlCpaDvUvI",0.0,0.0,1.0,0.0,Mon Sep 17 05:15:05 +0000 2018
408,@nytimes,95,"Many rank the Venerable Xuecheng as the most important Chinese Buddhist reformer in a century. But over the summer,… https://t.co/6sYblOLgE9",0.2716,0.104,0.896,0.0,Mon Sep 17 05:12:35 +0000 2018
409,@nytimes,96,"RT @davidzucchino: The Cape Fear River meets aptly-named Water Street in downtown Wilmington, NC, in historic flooding. https://t.co/n3PwXf…",-0.4939,0.0,0.842,0.158,Mon Sep 17 04:50:24 +0000 2018
410,@nytimes,97,North Korea seems to be building nuclear weapons as actively as ever. But Kim Jong-un now appears to be borrowing a… https://t.co/FbmjzxelKC,-0.1531,0.091,0.794,0.115,Mon Sep 17 04:45:02 +0000 2018
411,@nytimes,98,Emergency workers in the Philippines recovered 43 bodies from the muddied wreckage of a gold miners’ bunkhouse afte… https://t.co/t5fadWlGLC,-0.3818,0.0,0.867,0.133,Mon Sep 17 04:30:08 +0000 2018
412,@nytimes,99,"Maori is having a revival across New Zealand. Indigenous people are increasingly embracing their language, rejectin… https://t.co/Xb7lSFS1Vo",0.0,0.0,1.0,0.0,Mon Sep 17 04:15:05 +0000 2018
413,@nytimes,100,"Europe Edition: Your Monday News Briefing: Typhoon, Kavanaugh, Brexit https://t.co/8BCfOdOo09",0.0,0.0,1.0,0.0,Mon Sep 17 04:02:51 +0000 2018
